Player ID,Name,First Name,Last Name,Age,Birth Date,Birth Place,Birth Country,Nationality,Height,Weight,Injured,Photo,TeamID,TeamName,TeamLogo,GamesAppearences,GamesLineups,GamesMin,GamesNumber,GamesPosition,GamesRating,GamesCaptain,SubsIn,SubsOut,SubsBench,ShotsTotal,ShotsOn,ShotsGoals,ShotsConceded,ShotsAssists,ShotsSaves,PassesTotal,PassesKey,PassesAccuracy,TacklesTotal,TacklesBlocks,TacklesInterceptions,DuelsTotal,DuelsWon,DribblesAttempts,DribblesSuccess,DribblesPast,FoulsDrawn,FoulsCommitted,CardsYellow,CardsYellowRed,CardsRed,PenaltyWon,PenaltyCommited,PenaltyScored,PenaltyMissed,PenaltySaved,TeamID2,TeamName2,TeamLogo2,GamesAppearences2,GamesLineups2,GamesMin2,GamesNumber2,GamesPosition2,GamesRating2,GamesCaptain2,SubsIn2,SubsOut2,SubsBench2,ShotsTotal2,ShotsOn2,ShotsGoals2,ShotsConceded2,ShotsAssists2,ShotsSaves2,PassesTotal2,PassesKey2,PassesAccuracy2,TacklesTotal2,TacklesBlocks2,TacklesInterceptions2,DuelsTotal2,DuelsWon2,DribblesAttempts2,DribblesSuccess2,DribblesPast2,FoulsDrawn2,FoulsCommitted2,CardsYellow2,CardsYellowRed2,CardsRed2,PenaltyWon2,PenaltyCommited2,PenaltyScored2,PenaltyMissed2,PenaltySaved2
1419,O. Vranješ,Ognjen,Vranješ,34,10/24/1989,Banja Luka,Bosnia and Herzegovina,Bosnia and Herzegovina,182 cm,76 kg,FALSE,https://media.api-sports.io/football/players/1419.png,3575, Hatayspor, https://media.api-sports.io/football/teams/3575.png, null, null, null, null, Defender, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1462,L. Torreira,Lucas Sebastián,Torreira di Pascua,28,2/11/1996,Fray Bentos,Uruguay,Uruguay,166 cm,65 kg,FALSE,https://media.api-sports.io/football/players/1462.png,645, Galatasaray, https://media.api-sports.io/football/teams/645.png,28,28,2403, null, Midfielder, '7.185714', False,0,17,2,16,4,1,0,1, null,1648,20,52,63,8,39,260,137,12,5, null,47,36,6,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1495,A. Diaby,Abdoulay,Diaby,33,5/21/1991,Nanterre,France,Mali,172 cm,74 kg,FALSE,https://media.api-sports.io/football/players/1495.png,3601, Pendikspor, https://media.api-sports.io/football/teams/3601.png,22,9,923, null, Attacker, '6.628571', False,13,8,17,14,6,2,0, null, null,275,9,10,10, null,11,100,39,24,11, null,11,16,2,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1636,A. Bertolacci,Andrea,Bertolacci,33,1/11/1991,Roma,Italy,Italy,179 cm,75 kg,FALSE,https://media.api-sports.io/football/players/1636.png,3589, Fatih Karagümrük, https://media.api-sports.io/football/teams/3589.png,12,7,618, null, Midfielder, '6.741666', False,5,5,5,3,2,0,0, null, null,443,6,31,16, null,7,58,30,10,3, null,10,11,2,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1719,M. Müldür,Mert,Müldür,25,4/3/1999,Wien,Austria,Türkiye,188 cm,74 kg,FALSE,https://media.api-sports.io/football/players/1719.png,611, Fenerbahce, https://media.api-sports.io/football/teams/611.png,22,11,1027, null, Defender, '6.978947', False,11,1,20,8,2,1,0,4, null,505,18,19,21,1,16,101,52,16,7, null,13,16,3,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1723,S. Grahovac,Srđan,Grahovac,31,9/19/1992,Banja Luka,Bosnia and Herzegovina,Bosnia and Herzegovina,182 cm,76 kg,FALSE,https://media.api-sports.io/football/players/1723.png,1007, Rizespor, https://media.api-sports.io/football/teams/1007.png, null, null, null, null, Midfielder, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1732,A. Badji,Aliou,Badji,27,10/10/1997,Ziguinchor,Senegal,Senegal,189 cm,75 kg,FALSE,https://media.api-sports.io/football/players/1732.png,3573, Gazişehir Gaziantep, https://media.api-sports.io/football/teams/3573.png,8,1,206, null, Attacker, '6.528571', False,7,1,7,3,1,0,0, null, null,58,1,4,3, null, null,43,21,4,2, null,2,3,1,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1756,R. Kent,Ryan,Kent,28,11/11/1996,Oldham,England,England,172 cm,65 kg,FALSE,https://media.api-sports.io/football/players/1756.png,611, Fenerbahce, https://media.api-sports.io/football/teams/611.png,8,1,138, null, Attacker, '6.857142', False,7,1,15,1, null,0,0, null, null,74,5,8,3, null,2,27,17,10,6, null,7,1,0,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1787,Fernando,Fernando Lucas,Martins,31,3/3/1992,Erechim,Brazil,Brazil,175 cm,80 kg,FALSE,https://media.api-sports.io/football/players/1787.png,1005, Antalyaspor, https://media.api-sports.io/football/teams/1005.png, null, null, null, null, Midfielder, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1981,E. Kaya,Erdoğan,Kaya,22,3/27/2001,Ankara,Türkiye,Türkiye,190 cm,null,FALSE,https://media.api-sports.io/football/players/1981.png,549, Besiktas, https://media.api-sports.io/football/teams/549.png, null, null, null, null, Defender, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1994,E. Seçgin,Erdem,Seçgin,23,1/5/2000,İstanbul,Türkiye,Türkiye,182 cm,75 kg,FALSE,https://media.api-sports.io/football/players/1994.png,3578, İstanbulspor, https://media.api-sports.io/football/teams/3578.png,0,0,0, null, Midfielder, null, False,0,0,0, null, null,0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,0,0,0, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1995,G. Töre,Gökhan,Töre,32,1/20/1992,Köln,Germany,Türkiye,176 cm,70 kg,FALSE,https://media.api-sports.io/football/players/1995.png,607, Konyaspor, https://media.api-sports.io/football/teams/607.png,3,0,45, null, Attacker, '6.900000', False,3,0,4,1, null,0,0, null, null,21,3,6,2, null, null,4,3,1,1, null, null,1,0,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1999,O. Akgün,Oğuzhan,Akgün,23,7/13/2001,Kocaeli,Türkiye,Türkiye,174 cm,null,FALSE,https://media.api-sports.io/football/players/1999.png,549, Besiktas, https://media.api-sports.io/football/teams/549.png,0,0,0, null, Attacker, null, False,0,0,1, null, null,0,0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,0,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2002,A. Ljajić,Adem Bojan,Ljajić,33,9/29/1991,Novi Pazar,Serbia,Serbia,182 cm,80 kg,FALSE,https://media.api-sports.io/football/players/2002.png,3589, Fatih Karagümrük, https://media.api-sports.io/football/teams/3589.png,2,1,83, null, Midfielder, '6.550000', False,1,1,1, null, null,0,0, null, null,16,1,7, null, null, null,7,3,1,1, null,2, null,0,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2005,G. Yalçın,Güven,Yalçın,25,1/18/1999,Düsseldorf,Germany,Türkiye,184 cm,77 kg,FALSE,https://media.api-sports.io/football/players/2005.png,3589, Fatih Karagümrük, https://media.api-sports.io/football/teams/3589.png,26,22,1884, null, Attacker, '6.911538', False,4,12,4,36,17,6,0,4, null,554,23,15,13, null,8,263,104,81,36, null,33,33,5,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2012,S. Bateau,Sheldon Michael Louis,Bateau,32,1/29/1991,Port of Spain,Trinidad and Tobago,Trinidad and Tobago,186 cm,81 kg,FALSE,https://media.api-sports.io/football/players/2012.png,3603, Samsunspor, https://media.api-sports.io/football/teams/3603.png, null, null, null, null, Defender, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2133,D. Nelik,Doğukan,Nelik,23,12/5/2000,Manisa,Türkiye,Türkiye,182 cm,null,FALSE,https://media.api-sports.io/football/players/2133.png,1005, Antalyaspor, https://media.api-sports.io/football/teams/1005.png, null, null, null, null, Defender, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2195,S. Boey,Sacha,Boey,24,9/13/2000,Montreuil-sous-Bois,France,France,178 cm,70 kg,FALSE,https://media.api-sports.io/football/players/2195.png,645, Galatasaray, https://media.api-sports.io/football/teams/645.png,19,19,1710, null, Defender, '7.084210', False,0,0,0,8,4,1,0, null, null,857,17,37,34,1,29,188,91,35,16, null,18,31,4,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2216,M. Niang,M'Baye Babacar,Niang,30,12/19/1994,Meulan-en-Yvelines,France,Senegal,184 cm,75 kg,FALSE,https://media.api-sports.io/football/players/2216.png,3563, Adana Demirspor, https://media.api-sports.io/football/teams/3563.png,16,13,994, null, Attacker, '7.031250', False,3,11,3,27,15,8,0,1, null,146,9,7,3,3, null,91,32,14,6, null,10,18,2,0,0, null, null,4,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2374,D. Pelkas,Dimitris,Pelkas,31,10/26/1993,Giannitsa,Greece,Greece,175 cm,73 kg,FALSE,https://media.api-sports.io/football/players/2374.png,564, Istanbul Basaksehir, https://media.api-sports.io/football/teams/564.png,18,12,962, null, Midfielder, '6.938888', False,6,12,10,20,12,3,0,2, null,352,16,15,16, null,7,95,40,23,13, null,6,21,5,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2375,Sérgio Oliveira,Sérgio Miguel,Relvas Gonçalves Pereira de Ol,32,6/2/1992,Paços de Brandão,Portugal,Portugal,181 cm,72 kg,FALSE,https://media.api-sports.io/football/players/2375.png,645, Galatasaray, https://media.api-sports.io/football/teams/645.png,11,5,470, null, Midfielder, '6.990909', False,6,5,11,10,4,1,0, null, null,310,10,23,18,2,6,56,26,6,5, null,1,10,3,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2457,S. Córdova,Sergio Duvan,Córdova Lezama,27,8/9/1997,Calabozo,Venezuela,Venezuela,188 cm,87 kg,FALSE,https://media.api-sports.io/football/players/2457.png,996, Alanyaspor, https://media.api-sports.io/football/teams/996.png,18,11,1012, null, Attacker, '6.764705', False,7,8,8,15,8,3,0, null, null,187,6,7,10, null,1,145,67,20,9, null,17,11,1,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2515,Ó. Romero,Óscar David,Romero Villamayor,32,7/4/1992,Fernando de la Mora,Paraguay,Paraguay,176 cm,73 kg,FALSE,https://media.api-sports.io/football/players/2515.png,3601, Pendikspor, https://media.api-sports.io/football/teams/3601.png,12,7,684, null, Midfielder, '6.883333', False,5,5,6,13,9,3,0, null, null,365,14,23,7, null,2,79,34,19,11, null,15,7,1,0,0, null, null,3,1, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2615,M. Gómez,Maximiliano,Gómez González,28,8/14/1996,Paysandú,Uruguay,Uruguay,186 cm,91 kg,FALSE,https://media.api-sports.io/football/players/2615.png,998, Trabzonspor, https://media.api-sports.io/football/teams/998.png,1,0,15, null, Attacker, '6.200000', False,1,0,2,1,1,0,0, null, null,1, null,1, null, null, null,1, null, null, null, null, null, null,0,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2779,A. Musa,Ahmed,Musa,32,10/14/1992,Jos,Nigeria,Nigeria,171 cm,66 kg,FALSE,https://media.api-sports.io/football/players/2779.png,1002, Sivasspor, https://media.api-sports.io/football/teams/1002.png,2,1,73, null, Attacker, '6.450000', False,1,1,5, null, null,0,0, null, null,17,1,6, null, null,2,3,1, null, null, null,1, null,0,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2830,F. Calvo,Francisco Javier,Calvo Quesada,32,7/8/1992,San José,Costa Rica,Costa Rica,180 cm,80 kg,FALSE,https://media.api-sports.io/football/players/2830.png,607, Konyaspor, https://media.api-sports.io/football/teams/607.png,17,16,1450, null, Defender, '6.947058', False,1,1,1,13,3,0,0, null, null,901,5,44,28,9,28,150,92,19,15, null,8,12,4,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2927,M. Batshuayi,Michy,Batshuayi-Atunga,31,10/2/1993,Brussel,Belgium,Belgium,185 cm,76 kg,FALSE,https://media.api-sports.io/football/players/2927.png,611, Fenerbahce, https://media.api-sports.io/football/teams/611.png,21,1,429, null, Attacker, '6.840000', False,20,1,28,31,20,9,0,1, null,124,3,5,4,1,1,52,18,9,4, null,3,6,3,0,0, null, null,3,1, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3033,C. Bakambu,Cédric,Bakambu,33,4/11/1991,Ivry-sur-Seine,France,Congo DR,182 cm,73 kg,FALSE,https://media.api-sports.io/football/players/3033.png,645, Galatasaray, https://media.api-sports.io/football/teams/645.png,10,1,185, null, Attacker, '6.790000', False,9,1,16,8,2,1,0, null, null,56,5,4,3, null,1,31,8,4,2, null,2,10,1,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3175,Z. Ferhat,Zinedine,Ferhat,31,3/1/1993,Bordj Menaïel,Algeria,Algeria,183 cm,77 kg,FALSE,https://media.api-sports.io/football/players/3175.png,996, Alanyaspor, https://media.api-sports.io/football/teams/996.png,0,0,0, null, Midfielder, null, False,0,0,0, null, null,0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,0,0,0, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3244,M. Gradel,Max-Alain,Gradel,37,11/30/1987,Abidjan,Côte d'Ivoire,Côte d'Ivoire,175 cm,70 kg,FALSE,https://media.api-sports.io/football/players/3244.png,1002, Sivasspor, https://media.api-sports.io/football/teams/1002.png, null, null, null, null, Midfielder, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,3573, Gazişehir Gaziantep, https://media.api-sports.io/football/teams/3573.png,22,15,1327,null,Midfielder,6.672727,FALSE,7,12,7,17,8,1,0,3,null,380,23,12,24,1,6,193,81,41,18,null,26,20,4,0,0,null,null,0,0,null
